Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1998,Nagano,Skating,"YUAN, Ye",CHN,Men,5000M Relay,Bronze,,
1998,Nagano,Skating,"AN, Yulong",CHN,Men,500M,Silver,,
1998,Nagano,Skating,"YANG (S), Yang",CHN,Women,500M,Silver,,
1998,Nagano,Skiing,"XU, Nannan",CHN,Women,Aerials,Silver,,
1998,Nagano,Ice Hockey,"BERANEK, Josef",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"CALOUN, Jan",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"CECHMANEK, Roman",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"DOPITA, Jiri",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"HAMRLIK, Roman",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"HASEK, Dominik",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"HEJDUK, Milan",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"JAGR, Jaromir",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"KUCERA, Frantisek",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"LANG, Robert",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"MORAVEC, David",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"PATERA, Pavel",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"PROCHAZKA, Libor",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"PROCHAZKA, Martin",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"REICHEL, Robert",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"RUCINSKY, Martin",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"RUZICKA, Vladimir",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"SLEGR, Jiri",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"SMEHLIK, Richard",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"SPACEK, Jaroslav",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"STRAKA, Martin",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Ice Hockey,"SVOBODA, Petr",CZE,Men,Ice Hockey,Gold,,
1998,Nagano,Skiing,"NEUMANNOVA, Katerina",CZE,Women,5KM,Silver,,
1998,Nagano,Skiing,"NEUMANNOVA, Katerina",CZE,Women,Combined 5KM + 10KM Pursuit,Bronze,,
1998,Nagano,Curling,"BIDSTRUP, Jane",DEN,Women,Curling,Silver,,
1998,Nagano,Curling,"HOLM, Dorthe",DEN,Women,Curling,Silver,,
1998,Nagano,Curling,"LAVRSEN, Helena Blach",DEN,Women,Curling,Silver,,
1998,Nagano,Curling,"POERTNER, Margit",DEN,Women,Curling,Silver,,
1998,Nagano,Curling,"QVIST, Trine",DEN,Women,Curling,Silver,,
1998,Nagano,Biathlon,"RAIKKONEN, Ville",FIN,Men,10KM,Bronze,,
1998,Nagano,Ice Hockey,"BERG, Aki-Petteri",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"GROENMAN, Tomas",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"HELMINEN, Raimo",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"KAPANEN, Sami",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"KOIVU, Saku",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"KURRI, Jari",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LAUKKANEN, Janne",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LEHTINEN, Jere",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LIND, Juha",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LUMME, Jyrki",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"MYLLYS, Jarmo",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"NIEMINEN, Mika",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"NIINIMAA, Janne",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"NUMMINEN, Teppo",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"PELTONEN, Ville",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"RINTANEN, Kimmo",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"SELANNE, Teemu",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"SULANDER, Ari",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"TAMMI, Jukka",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"TIKKANEN, Esa",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"TIMONEN, Kimmo",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"TOERMAENEN, Antti",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"YLONEN, Juha",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"FISK, Sari",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"HANNINEN, Kirsi",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"HUOTARI, Satu",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"IHALAINEN, Marianne",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"IKONEN, Johanna",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"KROOKS, Sari",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LAAKSONEN, Emma",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LANKOSAARI, Sanna",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LEHTD, Katja",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LEHTIMAKI, Marika",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"NIEMINEN, Riikka",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"PALVILA, Marja-Helena",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"PUPUTTI, Tuula",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"RANTAMAKI, Karoliina",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"REIMA, Tiia",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"RIIPI, Katja",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"SALO, Paivi",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"SELIN, Maria",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"SNECK, Liisa-Maria",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"VAARAKALLIO, Petra",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Skiing,"MYLLYLAE, Mika",FIN,Men,10KM Pursuit,Bronze,,
1998,Nagano,Skiing,"MYLLYLAE, Mika",FIN,Men,30KM Mass Start,Gold,,
1998,Nagano,Skiing,"ISOMETSA, Jari",FIN,Men,4X10KM Relay,Bronze,,
1998,Nagano,Skiing,"KIRVESNIEMI, Harri",FIN,Men,4X10KM Relay,Bronze,,
1998,Nagano,Skiing,"MYLLYLAE, Mika",FIN,Men,4X10KM Relay,Bronze,,
1998,Nagano,Skiing,"REPO, Sami",FIN,Men,4X10KM Relay,Bronze,,
1998,Nagano,Skiing,"MUSTONEN, Sami",FIN,Men,Moguls,Bronze,,
1998,Nagano,Skiing,"LAHTELA, Janne",FIN,Men,Moguls,Silver,,
1998,Nagano,Skiing,"LAJUNEN, Samppa",FIN,Men,Individual,Silver,,
1998,Nagano,Skiing,"LAJUNEN, Samppa",FIN,Men,Team,Silver,,
1998,Nagano,Skiing,"MANNINEN, Hannu",FIN,Men,Team,Silver,,
1998,Nagano,Skiing,"MANTILA, Jari",FIN,Men,Team,Silver,,
1998,Nagano,Skiing,"NURMELA, Tapio",FIN,Men,Team,Silver,,
1998,Nagano,Skiing,"SOININEN, Jani",FIN,Men,K120 Individual (90M),Silver,,
1998,Nagano,Skiing,"SOININEN, Jani",FIN,Men,K90 Individual (70M),Gold,,
1998,Nagano,Bobsleigh,"HOSTACHE, Emanuel",FRA,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"LE CHANONY, Eric",FRA,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"MINGEON, Bruno",FRA,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"ROBERT, Max",FRA,Men,Four-Man,Bronze,,
1998,Nagano,Skating,"ANISSINA, Marina",FRA,Women,Ice Dancing,Bronze,,
1998,Nagano,Skating,"PEIZERAT, Gwendal",FRA,Men,Ice Dancing,Bronze,,
1998,Nagano,Skating,"CANDELORO, Philippe",FRA,Men,Individual,Bronze,,
1998,Nagano,Skiing,"CRETIER, Jean-Luc",FRA,Men,Downhill,Gold,,
1998,Nagano,Skiing,"MASNADA, Florence",FRA,Women,Downhill,Bronze,,
1998,Nagano,Skiing,"FOUCRAS, Sebastien",FRA,Men,Aerials,Silver,,
1998,Nagano,Skiing,"BAL, Nicolas",FRA,Men,Team,Bronze,,
1998,Nagano,Skiing,"GUILLAUME, Sylvain",FRA,Men,Team,Bronze,,
1998,Nagano,Skiing,"GUY, Fabrice",FRA,Men,Team,Bronze,,
1998,Nagano,Skiing,"ROUX, Ludovic",FRA,Men,Team,Bronze,,
1998,Nagano,Skiing,"RUBY, Karine",FRA,Women,Giant-Slalom,Gold,,
1998,Nagano,Bobsleigh,"ATTWOOD, Paul",GBR,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"OLSSON, Sean",GBR,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"RUMBOLT, Courtney",GBR,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"WARD, Dean",GBR,Men,Four-Man,Bronze,,
1998,Nagano,Biathlon,"DISL, Uschi",GER,Women,15KM,Bronze,,
1998,Nagano,Biathlon,"FISCHER, Sven",GER,Men,4X7.5KM Relay,Gold,,
1998,Nagano,Biathlon,"GROSS, Ricco",GER,Men,4X7.5KM Relay,Gold,,
1998,Nagano,Biathlon,"LUCK, Frank",GER,Men,4X7.5KM Relay,Gold,,
1998,Nagano,Biathlon,"SENDEL, Peter",GER,Men,4X7.5KM Relay,Gold,,
1998,Nagano,Biathlon,"APEL, Katrin",GER,Women,4X7.5KM Relay,Gold,,
1998,Nagano,Biathlon,"BEHLE-SCHAAF, Petra",GER,Women,4X7.5KM Relay,Gold,,
1998,Nagano,Biathlon,"DISL, Uschi",GER,Women,4X7.5KM Relay,Gold,,
1998,Nagano,Biathlon,"ZELLNER, Martina",GER,Women,4X7.5KM Relay,Gold,,
1998,Nagano,Biathlon,"APEL, Katrin",GER,Women,7.5KM,Bronze,,
1998,Nagano,Biathlon,"DISL, Uschi",GER,Women,7.5KM,Silver,,
1998,Nagano,Bobsleigh,"HAMPEL, Olaf",GER,Men,Four-Man,Gold,,
1998,Nagano,Bobsleigh,"JAKOBS, Marco",GER,Men,Four-Man,Gold,,
1998,Nagano,Bobsleigh,"LANGEN, Christoph",GER,Men,Four-Man,Gold,,
1998,Nagano,Bobsleigh,"ZIMMERMANN, Markus",GER,Men,Four-Man,Gold,,
1998,Nagano,Bobsleigh,"LANGEN, Christoph",GER,Men,Two-Man,Bronze,,
1998,Nagano,Bobsleigh,"ZIMMERMANN, Markus",GER,Men,Two-Man,Bronze,,
1998,Nagano,Luge,"BEHRENDT, Jan",GER,Men,Doubles,Gold,,
1998,Nagano,Luge,"KRAUSSE, Stefan",GER,Men,Doubles,Gold,,
1998,Nagano,Luge,"MUELLER, Jens",GER,Men,Singles,Bronze,,
1998,Nagano,Luge,"HACKL, Georg",GER,Men,Singles,Gold,,
1998,Nagano,Luge,"KRAUSHAAR, Silke",GER,Women,Singles,Gold,,
1998,Nagano,Luge,"NIEDERNHUBER, Barbara",GER,Women,Singles,Silver,,
1998,Nagano,Skating,"STEUER, Ingo",GER,Men,Pairs,Bronze,,
1998,Nagano,Skating,"WOTZEL, Mandy",GER,Women,Pairs,Bronze,,
1998,Nagano,Skating,"NIEMANN-STIRNEMANN, Gunda",GER,Women,1500M,Silver,,
1998,Nagano,Skating,"FRIESINGER-POSTMA, Anna",GER,Women,3000M,Bronze,,
1998,Nagano,Skating,"NIEMANN-STIRNEMANN, Gunda",GER,Women,3000M,Gold,,
1998,Nagano,Skating,"PECHSTEIN, Claudia",GER,Women,3000M,Silver,,
1998,Nagano,Skating,"PECHSTEIN, Claudia",GER,Women,5000M,Gold,,
1998,Nagano,Skating,"NIEMANN-STIRNEMANN, Gunda",GER,Women,5000M,Silver,,
1998,Nagano,Skiing,"GERG, Hilde",GER,Women,Alpine Combined,Bronze,,
1998,Nagano,Skiing,"SEIZINGER, Katja",GER,Women,Alpine Combined,Gold,,
1998,Nagano,Skiing,"ERTL, Martina",GER,Women,Alpine Combined,Silver,,
1998,Nagano,Skiing,"SEIZINGER, Katja",GER,Women,Downhill,Gold,,
1998,Nagano,Skiing,"SEIZINGER, Katja",GER,Women,Giant Slalom,Bronze,,
1998,Nagano,Skiing,"GERG, Hilde",GER,Women,Slalom,Gold,,
1998,Nagano,Skiing,"MITTERMAYER, Tatjana",GER,Women,Moguls,Silver,,
1998,Nagano,Skiing,"HANNAWALD, Sven",GER,Men,K120 Team (90M),Silver,,
1998,Nagano,Skiing,"JAEKLE, Hansjoerg",GER,Men,K120 Team (90M),Silver,,
1998,Nagano,Skiing,"SCHMITT, Martin",GER,Men,K120 Team (90M),Silver,,
1998,Nagano,Skiing,"THOMA, Dieter",GER,Men,K120 Team (90M),Silver,,
1998,Nagano,Skiing,"RENOTH, Heidi Maria",GER,Women,Giant-Slalom,Silver,,
1998,Nagano,Skiing,"THOST, Nicola",GER,Women,Half-Pipe,Gold,,
1998,Nagano,Biathlon,"CARRARA, Pier Alberto",ITA,Men,20KM,Silver,,
1998,Nagano,Bobsleigh,"HUBER, Guenther",ITA,Men,Two-Man,Gold,,
1998,Nagano,Bobsleigh,"TARTAGLIA, Antonio",ITA,Men,Two-Man,Gold,,
1998,Nagano,Luge,"ZOEGGELER, Armin",ITA,Men,Singles,Silver,,
1998,Nagano,Skiing,"COMPAGNONI, Deborah",ITA,Women,Giant Slalom,Gold,,
1998,Nagano,Skiing,"COMPAGNONI, Deborah",ITA,Women,Slalom,Silver,,
1998,Nagano,Skiing,"BELMONDO, Stefania",ITA,Women,30KM,Silver,,
1998,Nagano,Skiing,"FAUNER, Silvio",ITA,Men,30KM Mass Start,Bronze,,
1998,Nagano,Skiing,"ALBARELLO, Marco",ITA,Men,4X10KM Relay,Silver,,
1998,Nagano,Skiing,"FAUNER, Silvio",ITA,Men,4X10KM Relay,Silver,,
1998,Nagano,Skiing,"MAY, Fabio",ITA,Men,4X10KM Relay,Silver,,
1998,Nagano,Skiing,"VALBUSA, Fulvio",ITA,Men,4X10KM Relay,Silver,,
1998,Nagano,Skiing,"BELMONDO, Stefania",ITA,Women,4X5KM Relay,Bronze,,
1998,Nagano,Skiing,"DI CENTA, Manuela",ITA,Women,4X5KM Relay,Bronze,,
1998,Nagano,Skiing,"MORODER, Karin",ITA,Women,4X5KM Relay,Bronze,,
1998,Nagano,Skiing,"PARUZZI, Gabriella",ITA,Women,4X5KM Relay,Bronze,,
1998,Nagano,Skiing,"PRUGGER, Thomas",ITA,Men,Giant-Slalom,Silver,,
1998,Nagano,Skating,"UEMATSU, Hitoshi",JPN,Men,500M,Bronze,,
1998,Nagano,Skating,"NISHITANI, Takafumi",JPN,Men,500M,Gold,,
1998,Nagano,Skating,"SHIMIZU, Hiroyasu",JPN,Men,1000M,Bronze,,
1998,Nagano,Skating,"SHIMIZU, Hiroyasu",JPN,Men,500M,Gold,,
1998,Nagano,Skating,"OKAZAKI, Tomomi",JPN,Women,500M,Bronze,,
1998,Nagano,Skiing,"SATOYA, Tae",JPN,Women,Moguls,Gold,,
1998,Nagano,Skiing,"HARADA, Masahiko",JPN,Men,K120 Individual (90M),Bronze,,
1998,Nagano,Skiing,"FUNAKI, Kazuyoshi",JPN,Men,K120 Individual (90M),Gold,,
1998,Nagano,Skiing,"FUNAKI, Kazuyoshi",JPN,Men,K120 Team (90M),Gold,,
1998,Nagano,Skiing,"HARADA, Masahiko",JPN,Men,K120 Team (90M),Gold,,
1998,Nagano,Skiing,"OKABE, Takanobu",JPN,Men,K120 Team (90M),Gold,,
1998,Nagano,Skiing,"SAITO, Hiroya",JPN,Men,K120 Team (90M),Gold,,
1998,Nagano,Skiing,"FUNAKI, Kazuyoshi",JPN,Men,K90 Individual (70M),Silver,,
1998,Nagano,Skating,"PROKASHEVA, Lyudmila",KAZ,Women,5000M,Bronze,,
1998,Nagano,Skiing,"SMIRNOV, Vladimir",KAZ,Men,Combined 10KM + 15KM Pursuit,Bronze,,
1998,Nagano,Skating,"KIM, Dong-Sung",KOR,Men,1000M,Gold,,
1998,Nagano,Skating,"WON, Hye-Kyung",KOR,Women,1000M,Bronze,,
1998,Nagano,Skating,"CHUN, Lee-Kyung",KOR,Women,1000M,Gold,,
1998,Nagano,Skating,"AN, Sang-Mi",KOR,Women,3000M Relay,Gold,,
1998,Nagano,Skating,"CHUN, Lee-Kyung",KOR,Women,3000M Relay,Gold,,
1998,Nagano,Skating,"KIM, Yun-Mi",KOR,Women,3000M Relay,Gold,,
1998,Nagano,Skating,"WON, Hye-Kyung",KOR,Women,3000M Relay,Gold,,
1998,Nagano,Skating,"CHAE, Ji-Hoon",KOR,Men,5000M Relay,Silver,,
1998,Nagano,Skating,"KIM, Dong-Sung",KOR,Men,5000M Relay,Silver,,
1998,Nagano,Skating,"LEE, Ho-Eung",KOR,Men,5000M Relay,Silver,,
1998,Nagano,Skating,"LEE, Jun-Hwan",KOR,Men,5000M Relay,Silver,,
1998,Nagano,Skating,"CHUN, Lee-Kyung",KOR,Women,500M,Bronze,,
1998,Nagano,Skating,"RITSMA, Rintje",NED,Men,10000M,Bronze,,
1998,Nagano,Skating,"ROMME, Gianni",NED,Men,10000M,Gold,,
1998,Nagano,Skating,"de JONG, Bob",NED,Men,10000M,Silver,,
1998,Nagano,Skating,"POSTMA, Ids",NED,Men,1000M,Gold,,
1998,Nagano,Skating,"BOS, Jan",NED,Men,1000M,Silver,,
1998,Nagano,Skating,"TIMMER, Marianne",NED,Women,1000M,Gold,,
1998,Nagano,Skating,"RITSMA, Rintje",NED,Men,1500M,Bronze,,
1998,Nagano,Skating,"POSTMA, Ids",NED,Men,1500M,Silver,,
1998,Nagano,Skating,"TIMMER, Marianne",NED,Women,1500M,Gold,,
1998,Nagano,Skating,"ROMME, Gianni",NED,Men,5000M,Gold,,
1998,Nagano,Skating,"RITSMA, Rintje",NED,Men,5000M,Silver,,
1998,Nagano,Biathlon,"BJOERNDALEN, Ole Einar",NOR,Men,10KM,Gold,,
1998,Nagano,Biathlon,"ANDRESEN, Frode",NOR,Men,10KM,Silver,,
1998,Nagano,Biathlon,"HANEVOLD, Halvard",NOR,Men,20KM,Gold,,
1998,Nagano,Biathlon,"BJOERNDALEN, Dag",NOR,Men,4X7.5KM Relay,Silver,,
1998,Nagano,Biathlon,"BJOERNDALEN, Ole Einar",NOR,Men,4X7.5KM Relay,Silver,,
1998,Nagano,Biathlon,"GJELLAND, Egil",NOR,Men,4X7.5KM Relay,Silver,,
1998,Nagano,Biathlon,"HANEVOLD, Halvard",NOR,Men,4X7.5KM Relay,Silver,,
1998,Nagano,Biathlon,"ANDREASSEN, Gunn Margit",NOR,Women,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"POIREE, Liv Grete",NOR,Women,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"SIKVELAND, Annette",NOR,Women,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"SKJELBREID, Ann Elen",NOR,Women,4X7.5KM Relay,Bronze,,
1998,Nagano,Curling,"GRIMSMO, Anthon",NOR,Men,Curling,Bronze,,
1998,Nagano,Curling,"GUNNESTAD, Stig-Arne",NOR,Men,Curling,Bronze,,
1998,Nagano,Curling,"RAMSFJELL, Eigil",NOR,Men,Curling,Bronze,,
1998,Nagano,Curling,"THORESEN, Jan",NOR,Men,Curling,Bronze,,
1998,Nagano,Curling,"TORVBRAATEN, Tore",NOR,Men,Curling,Bronze,,
1998,Nagano,Skating,"SONDRAL, Adne",NOR,Men,1500M,Gold,,
1998,Nagano,Skiing,"KJUS, Lasse",NOR,Men,Alpine Combined,Silver,,
1998,Nagano,Skiing,"KJUS, Lasse",NOR,Men,Downhill,Silver,,
1998,Nagano,Skiing,"BURAAS, Hans-Petter",NOR,Men,Slalom,Gold,,
1998,Nagano,Skiing,"FURUSETH, Ole Christian",NOR,Men,Slalom,Silver,,
1998,Nagano,Skiing,"DAEHLIE, Bje_rn",NOR,Men,10KM Pursuit,Gold,,
1998,Nagano,Skiing,"MOEN, Anita",NOR,Women,15KM Mass Start,Bronze,,
1998,Nagano,Skiing,"JEVNE, Erling",NOR,Men,30KM Mass Start,Silver,,
1998,Nagano,Skiing,"ALSGAARD, Thomas",NOR,Men,4X10KM Relay,Gold,,
1998,Nagano,Skiing,"DAEHLIE, Bje_rn",NOR,Men,4X10KM Relay,Gold,,
1998,Nagano,Skiing,"JEVNE, Erling",NOR,Men,4X10KM Relay,Gold,,
1998,Nagano,Skiing,"SIVERTSEN, Sture",NOR,Men,4X10KM Relay,Gold,,
1998,Nagano,Skiing,"MIKKELSPLASS, Marit",NOR,Women,4X5KM Relay,Silver,,
1998,Nagano,Skiing,"MOEN, Anita",NOR,Women,4X5KM Relay,Silver,,
1998,Nagano,Skiing,"NILSEN, Elin",NOR,Women,4X5KM Relay,Silver,,
1998,Nagano,Skiing,"SKARI, Bente",NOR,Women,4X5KM Relay,Silver,,
1998,Nagano,Skiing,"DAEHLIE, Bje_rn",NOR,Men,50KM,Gold,,
1998,Nagano,Skiing,"SKARI, Bente",NOR,Women,5KM,Bronze,,
1998,Nagano,Skiing,"ALSGAARD, Thomas",NOR,Men,Combined 10KM + 15KM Pursuit,Gold,,
1998,Nagano,Skiing,"DAEHLIE, Bje_rn",NOR,Men,Combined 10KM + 15KM Pursuit,Silver,,
1998,Nagano,Skiing,"TRAA, Kari",NOR,Women,Moguls,Bronze,,
1998,Nagano,Skiing,"VIK, Bjarte Engen",NOR,Men,Individual,Gold,,
1998,Nagano,Skiing,"BRAATEN, Kenneth",NOR,Men,Team,Gold,,
1998,Nagano,Skiing,"LUNDBERG, Fred Boerre",NOR,Men,Team,Gold,,
1998,Nagano,Skiing,"SKARD, Halldor",NOR,Men,Team,Gold,,
1998,Nagano,Skiing,"VIK, Bjarte Engen",NOR,Men,Team,Gold,,
1998,Nagano,Skiing,"FRANCK, Daniel",NOR,Men,Half-Pipe,Silver,,
1998,Nagano,Skiing,"KJELDAAS, Stine Brun",NOR,Women,Half-Pipe,Silver,,
1998,Nagano,Biathlon,"DRATSCHEV, Vladimir",RUS,Men,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"MAIGOUROV, Victor",RUS,Men,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"MOUSLIMOV, Pavel",RUS,Men,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"TARASOV, Sergei",RUS,Men,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"AKHATOVA, Albina",RUS,Women,4X7.5KM Relay,Silver,,
1998,Nagano,Biathlon,"KOUKLEVA, Galina",RUS,Women,4X7.5KM Relay,Silver,,
1998,Nagano,Biathlon,"MELNIK, Olga",RUS,Women,4X7.5KM Relay,Silver,,
1998,Nagano,Biathlon,"ROMASKO, Olga",RUS,Women,4X7.5KM Relay,Silver,,
1998,Nagano,Biathlon,"KOUKLEVA, Galina",RUS,Women,7.5KM,Gold,,
1998,Nagano,Ice Hockey,"BURE, Pavel",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"BURE, Valeri",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"CHEVTSOV, Oleg",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"FEDOROV, Sergei",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"GONCHAR, Sergei",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"GOUSSAROV, Aleksei",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"JITNIK, Aleksei",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"KAMENSKY, Valeri",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"KASPARAITIS, Darius",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"KOVALENKO, Andrei",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"KRAVCHUK, Igor",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"KRIVOKRASSOV, Serguei",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"MIRONOV, Boris",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"MIRONOV, Dmitri",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"MOROZOV, Alexei",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"NEMTCHINOV, Serguei",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"SHTALENKOV, Mikhail",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"TITOV, Guerman",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"TREFILOV, Andrei",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"YASHIN, Alexei",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"YUSHKEVICH, Dmitri",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"ZELEPOUKINE, Valeri",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Ice Hockey,"ZHAMNOV, Alexey",RUS,Men,Ice Hockey,Silver,,
1998,Nagano,Skating,"GRISCHUK, Pasha",RUS,Women,Ice Dancing,Gold,,
1998,Nagano,Skating,"PLATOV, Evgeny",RUS,Men,Ice Dancing,Gold,,
1998,Nagano,Skating,"KRYLOVA, Anjelika",RUS,Women,Ice Dancing,Silver,,
1998,Nagano,Skating,"OVSYANNIKOV, Oleg",RUS,Men,Ice Dancing,Silver,,
1998,Nagano,Skating,"KULIK, Ilia",RUS,Men,Individual,Gold,,
1998,Nagano,Skating,"DMITRIYEV, Artur",RUS,Men,Pairs,Gold,,
1998,Nagano,Skating,"KAZAKOVA, Oksana",RUS,Women,Pairs,Gold,,
1998,Nagano,Skating,"BEREZHNAYA, Elena",RUS,Women,Pairs,Silver,,
